stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
EC210,1002,"TREMBLAY / ST LAURENT",,  45.417957, -75.632866,,,0,
EC220,2530,"MICHAEL / PARISIEN",,  45.418568, -75.630341,,,0,
EC230,2526,"MICHAEL / PARISIEN",,  45.418682, -75.630157,,,0,
EC240,2531,"MICHAEL / KENASTON",,  45.416912, -75.629433,,,0,
EC250,2527,"MICHAEL / KENASTON",,  45.416470, -75.628983,,,0,
EC260,2532,"MICHAEL / AD. 1480",,  45.414474, -75.628036,,,0,
EC265,1003,"MICHAEL / BELFAST",,  45.412350, -75.626846,,,0,
EC270,2528,"MICHAEL / AD. 1481",,  45.414951, -75.628082,,,0,
EC275,2529,"MICHAEL / BELFAST",,  45.412567, -75.626869,,,0,
EC280,8534,"MICHAEL / NEWMARKET",,  45.410236, -75.625717,,,0,
EC290,1516,"MICHAEL / NEWMARKET",,  45.410217, -75.625473,,,0,
EC300,2533,"NEWMARKET / LIVERPOOL",,  45.409409, -75.623489,,,0,
EC305,2534,"NEWMARKET / BANTREE",,  45.410503, -75.620895,,,0,
EC310,2535,"NEWMARKET / LIVERPOOL",,  45.409622, -75.623390,,,0,
EC315,2536,"NEWMARKET / BANTREE",,  45.410683, -75.620789,,,0,
EC320,8901,"INNES / ST LAURENT",,  45.406788, -75.626793,,,0,
EC330,8530,"INNES / BANTREE",,  45.410076, -75.620224,,,0,
EC340,7854,"INNES / BANTREE",,  45.410213, -75.619125,,,0,
EC350,7855,"INNES / STAR TOP",,  45.412399, -75.614502,,,0,
EC360,8670,"STAR TOP / INNES",,  45.413235, -75.614326,,,0,
EC365,0417,"STAR TOP /INNES",,  45.413181, -75.614517,,,0,
EC370,8624,"STAR TOP / AD. 1540",,  45.415394, -75.615723,,,0,
EC380,7856,"STAR TOP / AD. 1541",,  45.415115, -75.615326,,,0,
EC390,7860,"STAR TOP / ALGOMA",,  45.417782, -75.617012,,,0,
EC401,1121,"STAR TOP / ALGOMA",,  45.417057, -75.616371,,,0,
EC410,1337,"STAR TOP / CYRVILLE",,  45.419415, -75.617729,,,0,
EC415,7858,"STAR TOP / CYRVILLE",,  45.419182, -75.617767,,,0,
EC420,2537,"CYRVILLE / STAR TOP",,  45.419861, -75.616928,,,0,
EC430,2538,"CYRVILLE / STAR TOP",,  45.420040, -75.617058,,,0,
EC440,1200,"CYRVILLE / LABRIE",,  45.421448, -75.622162,,,0,
EC445,1203,"CYRVILLE / LABRIE",,  45.421165, -75.621704,,,0,
EC495,2462,"CYRVILLE / JOSEPH CYR",,  45.424442, -75.634888,,,0,
EC520,7714,"MICHAEL / CYRVILLE",,  45.423618, -75.633102,,,0,
EC530,8537,"MICHAEL / CYRVILLE",,  45.423500, -75.632797,,,0,
EC540,8516,"MICHAEL / LABELLE",,  45.421387, -75.631897,,,0,
EC550,7859,"MICHAEL / LABELLE",,  45.421566, -75.631767,,,0,
EC600,1195,"ALGOMA / STARTOP",,  45.417217, -75.617271,,,0,
EC605,1190,"ALGOMA / COMSTOCK",,  45.416698, -75.619766,,,0,
EC610,1191,"ALGOMA / COMSTOCK",,  45.416332, -75.620522,,,0,
EC615,1192,"ALGOMA / KENASTON",,  45.417660, -75.623680,,,0,
EC620,1193,"ALGOMA / KENASTON",,  45.418240, -75.624214,,,0,
EC900,3026,"CYRVILLE 2A",,  45.422749, -75.626480,,,0,
EC910,3026,"CYRVILLE 1A",,  45.422138, -75.626732,,,0,
ED030,8310,"INNES / INNES BYPASS",,  45.425159, -75.581337,,,0,
ED041,1520,"INNES / BLACKBURN HAMLET BYPASS",,  45.425037, -75.580841,,,0,
ED050,2518,"INNES / ANDERSON",,  45.422890, -75.586838,,,0,
ED070,8831,"INNES / BLAIR",,  45.419346, -75.595078,,,0,
ED080,8311,"INNES / BLAIR",,  45.419186, -75.596275,,,0,
ED100,2519,"INNES / STONEHENGE",,  45.418133, -75.598839,,,0,
ED120,8312,"INNES / STONEHENGE",,  45.417553, -75.600288,,,0,
ED130,2520,"INNES / STONEHENGE",,  45.417160, -75.600632,,,0,
ED140,8369,"CYRVILLE / MAXIME",,  45.417110, -75.603607,,,0,
ED142,1510,"CYRVILLE / INNES",,  45.416965, -75.603622,,,0,
ED150,1370,"INNES / CYRVILLE",,  45.416531, -75.601944,,,0,
ED160,8509,"CYRVILLE / MAXIME",,  45.417198, -75.605858,,,0,
ED165,2521,"CYRVILLE / MEADOWBROOK",,  45.417740, -75.607994,,,0,
ED170,8672,"CYRVILLE / MAXIME",,  45.417076, -75.605949,,,0,
ED175,2523,"CYRVILLE / MEADOWBROOK",,  45.417503, -75.607651,,,0,
ED180,2522,"CYRVILLE / HOME DEPOT",,  45.418358, -75.610336,,,0,
ED190,8671,"CYRVILLE / HOME DEPOT",,  45.418076, -75.609894,,,0,
ED210,8500,"MAXIME / CYRVILLE",,  45.417400, -75.605072,,,0,
ED220,5731,"MAXIME / RIDGEBROOK",,  45.421196, -75.607033,,,0,
ED240,7690,"RIDGEBROOK / MEADOWBROOK",,  45.420792, -75.609314,,,0,
ED270,5732,"MEADOWBROOK / EASTCLIFFE",,  45.422985, -75.611603,,,0,
ED290,6347,"MEADOWBROOK / BORTOLOTTI",,  45.424194, -75.610611,,,0,
ED300,6348,"MEADOWBROOK / MAXIME",,  45.424580, -75.609306,,,0,
ED360,8501,"MEADOWBROOK / AURELE",,  45.425041, -75.607521,,,0,
ED390,8987,"MEADOWBROOK / STONERIDGE",,  45.425648, -75.605545,,,0,
ED400,8502,"APPLETON / MEADOWBROOK",,  45.426090, -75.603569,,,0,
ED410,2022,"MEADOWBROOK / BLAIR",,  45.427113, -75.600700,,,0,
ED415,2023,"MEADOWBROOK / APPLETON",,  45.426567, -75.603485,,,0,
ED430,7696,"BEAVERPOND / HALLMARK",,  45.423237, -75.601402,,,0,
ED451,7697,"BLAIR / INNES",,  45.419964, -75.595871,,,0,
ED452,7698,"BLAIR / INNES",,  45.420967, -75.596367,,,0,
ED454,8514,"BLAIR / INNES",,  45.421085, -75.596695,,,0,
ED456,7699,"BLAIR / BEAVERPOND",,  45.423000, -75.597588,,,0,
ED458,7700,"BLAIR / BEAVERPOND",,  45.422749, -75.597656,,,0,
ED460,8504,"BLAIR / BALLARD",,  45.425373, -75.599167,,,0,
ED470,8989,"BLAIR / AD. 1471",,  45.425507, -75.598976,,,0,
ED480,7701,"BLAIR  / MEADOWBROOK",,  45.426846, -75.600143,,,0,
ED491,1226,"BLAIR / MEADOWBROOK",,  45.427551, -75.600594,,,0,
EE010,0989,"MONTFORT HOSPITAL",,  45.445110, -75.639343,,,0,
EE020,8603,"MONTRÉAL / MONTFORT HOSPITAL",,  45.444233, -75.637894,,,0,
EE030,1511,"MONTRÉAL / MONTFORT HOSPITAL",,  45.444118, -75.637794,,,0,
EE045,8738,"MONTREAL / LANGS",,  45.444839, -75.635727,,,0,
EE050,1565,"MONTREAL / DEN HAAG",,  45.444702, -75.635681,,,0,
EE060,4409,"MONTREAL / CODDS",,  45.446167, -75.631691,,,0,
EE070,8634,"MONTRÉAL / CARSON",,  45.446022, -75.631378,,,0,
EE080,8635,"MONTREAL / FOXVIEW",,  45.446609, -75.629677,,,0,
EE091,6925,"MONTRÉAL / HOCHELAGA",,  45.446835, -75.628166,,,0,
EE100,4412,"MONTRÉAL / BATHGATE",,  45.447338, -75.625961,,,0,
EE110,4411,"MONTRÉAL / BATHGATE",,  45.447147, -75.624672,,,0,
EE112,0832,"MONTRÉAL / NRC",,  45.446690, -75.618698,,,0,
EE115,8636,"MONTRÉAL / NRC",,  45.446785, -75.618492,,,0,
EE120,8640,"MONTRÉAL / BLAIR",,  45.446621, -75.615898,,,0,place_5666
EE280,8637,"CARSONS / MONTRÉAL",,  45.445812, -75.630997,,,0,
EE300,4424,"CARSONS / BERMUDA",,  45.443939, -75.629875,,,0,
EE302,xxxx,"SAMUEL GENEST",,  45.443367, -75.629311,,,0,
EE305,0467,"DEN HAAG / MONTREAL",,  45.444107, -75.635521,,,0,
EE315,0468,"DEN HAAG / CARWOOD",,  45.442253, -75.634232,,,0,
EE320,4425,"CARSON / CHARLESWOOD",,  45.442856, -75.629211,,,0,
EE325,0469,"DEN HAAG / BOREALIS",,  45.440899, -75.633369,,,0,
EE335,0470,"DEN HAAG / MERGANSER",,  45.439640, -75.632217,,,0,
EE345,0471,"DEN HAAG / CARSONS",,  45.441032, -75.627525,,,0,
EE350,4426,"DEN HAAG / CITÉ COLLÉGIAL",,  45.440887, -75.627457,,,0,
EE355,0472,"DEN HAAG / MERGANSER",,  45.439594, -75.631294,,,0,
EE360,3583,"DEN HAAG / BATHGATE PARK",,  45.441296, -75.625526,,,0,
EE365,0473,"DEN HAAG / BOREALIS",,  45.440826, -75.633575,,,0,
EE370,1582,"DEN HAAG / PARC BATHGATE",,  45.441223, -75.625183,,,0,
EE375,0474,"DEN HAAG / CARWOOD",,  45.442184, -75.634438,,,0,
EE381,8631,"BATHGATE / DEN HAAG",,  45.441589, -75.622711,,,0,
EE385,0475,"DEN HAAG / MONTREAL",,  45.444138, -75.635750,,,0,
EE390,4675,"BATHGATE / DEN HAAG",,  45.441429, -75.622856,,,0,
EE400,4430,"BATHGATE / PLUMBER",,  45.440075, -75.622047,,,0,
EE410,8632,"BATHGATE / PLUMBER",,  45.440235, -75.621941,,,0,
EE440,8828,"BATHGATE / MATHESON",,  45.436649, -75.620064,,,0,
EE450,8826,"BATHGATE / MATHESON",,  45.436565, -75.619759,,,0,
EE460,4431,"BATHGATE / RAINBOW",,  45.434967, -75.619057,,,0,
EE470,4432,"BATHGATE / RAINBOW",,  45.434875, -75.618767,,,0,
EE480,4433,"BATHGATE / OGILVIE",,  45.432213, -75.618042,,,0,
EE490,8525,"PLUMBER / CLOSSE",,  45.438869, -75.624710,,,0,
EE500,8523,"PLUMBER / CLOSSE",,  45.438656, -75.624931,,,0,
EE510,4436,"CHARLTON / PLUMBER",,  45.437469, -75.627495,,,0,
EE520,4434,"CHARLTON / PLUMBER",,  45.437263, -75.627586,,,0,
EE530,4435,"CHARLTON / ALLOWAY",,  45.436684, -75.627106,,,0,
EE540,4437,"CHARLTON / ALLOWAY",,  45.436619, -75.626801,,,0,
EE550,8526,"CHARLTON / MATHESON",,  45.434841, -75.625946,,,0,
EE555,3316,"CHARLTON / MATHESON",,  45.434872, -75.625565,,,0,
EE570,4439,"MATHESON / ALBORO",,  45.435593, -75.623329,,,0,
EE580,8522,"MATHESON / ALBORO",,  45.435837, -75.623222,,,0,
EE590,1400,"MATHESON / BATHGATE",,  45.436825, -75.620667,,,0,
EE634,1238,"OGILVIE / AVIATION",,  45.427872, -75.627510,,,0,
EE635,8419,"OGILVIE / AVIATION",,  45.428337, -75.626442,,,0,
EE640,4440,"OGILVIE / PALMERSTON",,  45.429256, -75.624130,,,0,
EE645,8521,"OGILVIE / AVIATION",,  45.428085, -75.626282,,,0,
EE650,4442,"OGILVIE / PALMERSTON",,  45.429390, -75.623146,,,0,
EE660,4441,"OGILVIE / CADBORO",,  45.430458, -75.621170,,,0,
EE670,4443,"OGILVIE / CADBORO",,  45.430626, -75.620071,,,0,
EE680,1980,"OGILVIE / BATHGATE",,  45.431622, -75.618294,,,0,
EE690,8513,"OGILVIE / CITY PARK",,  45.431866, -75.617302,,,0,
EE695,4444,"OGILVIE / AD. 1820",,  45.432610, -75.615463,,,0,
EE698,8661,"OGILVIE / AD. 1820",,  45.432213, -75.616753,,,0,
EE700,4445,"OGILVIE / CITY PARK",,  45.433456, -75.613686,,,0,
EE705,1927,"CITY PARK / OGILVIE",,  45.433292, -75.613106,,,0,
EE710,4446,"CITY PARK / OGILVIE",,  45.433289, -75.612907,,,0,
EE725,1841,"CITY PARK /  AD. 2280",,  45.430958, -75.612503,,,0,
EE728,4447,"CITY PARK / HARPER",,  45.429066, -75.614677,,,0,
EE730,1778,"CITY PARK /  AD. 2280",,  45.431068, -75.612091,,,0,
EE735,4448,"CITY PARK / HARPER",,  45.429600, -75.616241,,,0,
EE740,4449,"CITY PARK / AD. 1990",,  45.428810, -75.615257,,,0,
EE745,4450,"CITY PARK / JOBIN",,  45.430088, -75.616837,,,0,
EE750,4451,"CITY PARK / OGILVIE",,  45.431454, -75.617722,,,0,
EE766,0744,"OGILVIE / CITY PARK",,  45.434002, -75.611969,,,0,
EE771,0743,"OGILVIE / CITY PARK",,  45.434322, -75.611526,,,0,
EE900,3027,"BLAIR 1A",,  45.430862, -75.608589,,,0,place_7102
EE905,3027,"BLAIR 1B",,  45.431122, -75.608139,,,0,place_7102
EE915,3027,"BLAIR 2A",,  45.431194, -75.608383,,,0,place_7102
EE920,3027,"BLAIR 3A",,  45.430866, -75.608971,,,0,place_7102
EE930,3027,"BLAIR 3B",,  45.431213, -75.608543,,,0,place_7102
EE940,3027,"BLAIR 3C",,  45.431568, -75.608055,,,0,place_7102
EE960,3027,"BLAIR 4A",,  45.431847, -75.608002,,,0,place_7102
EF001,0549,"KENDER / OGILVIE",,  45.456020, -75.599037,,,0,
EF002,0550,"OGILVIE / KENDER",,  45.455822, -75.598930,,,0,
EF020,8776,"OGILVIE / EASTVALE",,  45.452320, -75.596718,,,0,
EF030,8908,"OGILVIE / LASSITER",,  45.451202, -75.596512,,,0,
EF050,7951,"OGILVIE / LASSITER",,  45.450020, -75.595810,,,0,
EF060,8782,"OGILVIE / NASKAPI",,  45.449558, -75.595703,,,0,
EF070,7950,"OGILVIE / NASKAPI",,  45.448769, -75.594872,,,0,
EF080,8700,"OGILVIE / MONTRÉAL",,  45.448021, -75.594696,,,0,
EF200,8654,"WICK / COXFORD",,  45.452915, -75.611641,,,0,
EF220,8827,"SWANS / WREN",,  45.453495, -75.614258,,,0,
EF230,8829,"SWANS / WHIPPOORWILL",,  45.453842, -75.616180,,,0,
EF250,8830,"SWANS / BLAIR",,  45.453182, -75.618477,,,0,
EF260,8639,"BLAIR / MONTREAL",,  45.446896, -75.615448,,,0,
EF265,1789,"BLAIR / MONTREAL",,  45.446922, -75.615242,,,0,place_5666
EF270,8842,"BLAIR / NICOL",,  45.448254, -75.616219,,,0,
EF280,8843,"BLAIR / NICOL",,  45.448406, -75.616112,,,0,
EF290,8833,"BLAIR / DAVIDSON",,  45.449791, -75.617073,,,0,
EF300,8846,"BLAIR / DAVIDSON",,  45.449879, -75.616898,,,0,
EF310,8848,"BLAIR / SWANS",,  45.452805, -75.618439,,,0,
EF315,1783,"BLAIR / SWANS",,  45.453735, -75.619019,,,0,
EF320,8180,"BLAIR / BRIARCLIFF",,  45.458561, -75.621635,,,0,
EF330,8865,"BLAIR / MASSEY",,  45.460205, -75.622543,,,0,
EF340,8886,"MASSEY / REBECCA",,  45.460960, -75.616554,,,0,
EF360,8181,"DELONG / MASSEY",,  45.460880, -75.613960,,,0,
EF370,8915,"DELONG / COMBERMERE",,  45.460037, -75.613480,,,0,
EF380,8919,"DELONG / REBECCA",,  45.458149, -75.612404,,,0,
EF390,8182,"DELONG / KAYMAR",,  45.456711, -75.610245,,,0,
EF400,8923,"DELONG / ORIOLE",,  45.454666, -75.609108,,,0,
EF410,8942,"ROTHWELL / DELONG",,  45.451973, -75.608643,,,0,
EF420,8943,"ROTHWELL / WICK",,  45.451084, -75.607788,,,0,
EF430,8189,"LA VERENDRYE / OGILVIE",,  45.452919, -75.597427,,,0,
EF440,8707,"LA VERENDRYE / OGILVIE",,  45.452988, -75.597847,,,0,
EF450,2562,"LA VERENDRYE / GATINEAU VIEW",,  45.452534, -75.601036,,,0,
EF460,2540,"LA VERENDRYE / GATINEAU VIEW",,  45.452541, -75.601677,,,0,
EF470,2542,"LA VERENDRYE / DEERHURST",,  45.453129, -75.603333,,,0,
EF480,2541,"LA VERENDRYE / GATINEAU VIEW",,  45.453217, -75.604202,,,0,
EF490,2543,"LA VERENDRYE / THOMAS D'ARCY MCGEE SCHOOL",,  45.454430, -75.605255,,,0,
EF500,8708,"LA VERENDRYE / MELDRUM",,  45.455616, -75.605858,,,0,
EF510,8188,"LA VERENDRYE / OAKDEAN",,  45.456841, -75.606094,,,0,
EF520,2544,"LA VERENDRYE / GLENFERN",,  45.457485, -75.605881,,,0,
EF530,2545,"LA VERENDRYE / KINGS GROVE",,  45.459873, -75.607109,,,0,
EF540,2547,"LA VERENDRYE / OAKDEAN",,  45.460217, -75.607552,,,0,
EF550,2546,"LA VERENDRYE / QUINCY",,  45.460739, -75.607582,,,0,
EF560,8709,"QUINCY / RIVERSHORE",,  45.461243, -75.606209,,,0,
EF570,2549,"QUINCY / RIVERSHORE",,  45.461411, -75.606049,,,0,
EF580,2548,"QUINCY / OGILVIE",,  45.461514, -75.603233,,,0,
EF590,8704,"EASTVALE / OGILVIE",,  45.460831, -75.601868,,,0,
EF600,8187,"EASTVALE / FILLMORE",,  45.460964, -75.601685,,,0,
EF610,2551,"EASTVALE / FILLMORE",,  45.460999, -75.596939,,,0,
EF620,2550,"EASTVALE / FILLMORE",,  45.460773, -75.596947,,,0,
EF630,8710,"EASTVALE / CASEY",,  45.459614, -75.596313,,,0,
EF640,8186,"EASTVALE / CASEY",,  45.459351, -75.596008,,,0,
EF650,4991,"EASTVALE / KENDER",,  45.457752, -75.595116,,,0,
EF660,2552,"EASTVALE / KENDER",,  45.457085, -75.595062,,,0,
EF670,2553,"EASTVALE / GRAFTON",,  45.455276, -75.594719,,,0,
EF680,2557,"EASTVALE / GRAFTON",,  45.455292, -75.594475,,,0,
EF690,2554,"EASTVALE / HUBBARD",,  45.453884, -75.593971,,,0,
EF700,2558,"EASTVALE / HUBBARD",,  45.454025, -75.593803,,,0,
EF710,2555,"EASTVALE / LOYOLA",,  45.452423, -75.593842,,,0,
EF720,8948,"LOYOLA / EASTVALE",,  45.452122, -75.592987,,,0,
EF730,8185,"LOYOLA / DE SALABERRY",,  45.452614, -75.590691,,,0,
EF740,8457,"LOYOLA / DE SALABERRY",,  45.452419, -75.590797,,,0,
EF745,2403,"SHEFFORD / MONTREAL",,  45.451622, -75.589165,,,0,
EF755,1088,"SHEFFORD / CANOTEK",,  45.452614, -75.589470,,,0,
EF855,2559,"CANOTEK / SHEFFORD",,  45.452301, -75.588425,,,0,
EF860,2560,"CANOTEK / RAINBOW",,  45.452682, -75.586975,,,0,
EF862,2561,"CANOTEK / AD. 5350",,  45.453945, -75.584702,,,0,
EF865,8378,"CANOTEK / AD. 5370",,  45.455479, -75.583206,,,0,
EF870,8449,"CANOTEK / RAINBOW",,  45.452888, -75.586563,,,0,
EF872,8434,"CANOTEK / AD. 5350",,  45.454144, -75.584824,,,0,
EF875,8406,"CANOTEK / AD. 5369",,  45.455536, -75.583412,,,0,
EF880,8375,"CANOTEK / AD. 5420",,  45.457150, -75.581635,,,0,
EF882,5661,"CANOTEK / AD. 5480",,  45.458916, -75.582848,,,0,
EF885,8395,"CANOTEK / AD. 5510",,  45.457443, -75.584351,,,0,
EG001,1920,"REGIONAL ROAD 174 / MONTRÉAL",,  45.451210, -75.584732,,,0,
EG002,8757,"MONTRÉAL / REGIONAL ROAD 174",,  45.450970, -75.585197,,,0,
EG003,8728,"MONTREAL / REGIONAL ROAD 174",,  45.450859, -75.585121,,,0,
EG004,2369,"ST JOSEPH  / REGIONAL ROAD 174",,  45.451763, -75.582191,,,0,
EG005,1949,"MONTRÉAL / SHEFFORD",,  45.450161, -75.587860,,,0,
EG006,2461,"REGIONAL ROAD 174 / ST JOSEPH",,  45.452065, -75.582504,,,0,
EG007,5682,"MONTREAL / REGIONAL ROAD 174",,  45.451847, -75.582420,,,0,
EG010,1539,"MONTREAL / SHEFFORD",,  45.449856, -75.588692,,,0,
EG020,8702,"MONTREAL / SHEFFORD",,  45.449928, -75.587723,,,0,
EG030,2563,"MONTREAL / MISS OTTAWA",,  45.448380, -75.592079,,,0,
EG040,7952,"MONTRÉAL / SINCLAIR",,  45.448624, -75.591026,,,0,
EG045,7953,"MONTRÉAL / LAPORTE",,  45.447498, -75.593575,,,0,
EG050,8703,"MONTRÉAL / OGILVIE",,  45.447025, -75.595070,,,0,
EG060,8649,"MONTRÉAL / OGILVIE",,  45.446632, -75.595421,,,0,
EG070,2564,"MONTREAL / AD. 2038",,  45.446293, -75.596779,,,0,
EG080,2566,"MONTRÉAL / BETHAMY",,  45.445564, -75.597977,,,0,
EG090,2565,"MONTRÉAL / FOXBOROUGH",,  45.445518, -75.598885,,,0,
EG100,8650,"MONTRÉAL / MARQUIS PARK",,  45.445278, -75.600388,,,0,
EG110,2567,"MONTRÉAL / BETHAMY",,  45.445042, -75.600250,,,0,
EG120,2571,"MONTRÉAL / ELMSMERE",,  45.445278, -75.603043,,,0,
EG125,2572,"MONTRÉAL / AD. 1777",,  45.445690, -75.607040,,,0,
EG130,2568,"MONTRÉAL / ELMSMERE",,  45.445168, -75.603851,,,0,
EG135,2569,"MONTRÉAL / AD. 1777",,  45.445499, -75.606804,,,0,
EG140,2573,"MONTRÉAL / BECKENHAM",,  45.446060, -75.609428,,,0,
EG150,2570,"MONTRÉAL / ELWOOD",,  45.445900, -75.609978,,,0,
EG160,8648,"MONTRÉAL / CLOVELLY",,  45.446198, -75.611099,,,0,
EG170,2574,"MONTRÉAL / BLAIR",,  45.446384, -75.613075,,,0,
EG180,8647,"MONTRÉAL / BLAIR",,  45.446247, -75.613945,,,0,place_5666
EG190,8748,"BLAIR / MONTRÉAL",,  45.445858, -75.614632,,,0,
EG200,8746,"BLAIR / SEGUIN",,  45.444809, -75.614120,,,0,
EG220,8691,"MOWAT / BLAIR",,  45.442513, -75.612602,,,0,
EG230,8622,"MOWAT / ELVINA",,  45.442913, -75.611160,,,0,
EG240,8593,"MOWAT / STEEL",,  45.442024, -75.608887,,,0,
EG250,8642,"STEEL / CROWNHILL",,  45.442043, -75.608238,,,0,
EG260,8644,"ELWOOD / MONTRÉAL",,  45.445572, -75.610535,,,0,
EG280,8507,"CROWNHILL / SUMAC",,  45.443794, -75.608704,,,0,
EG310,2340,"CROWNHILL / STEEL",,  45.441780, -75.607643,,,0,
EG320,8592,"CROWNHILL / APPLEFORD",,  45.440105, -75.606590,,,0,
EG330,8645,"CROWNHILL / APPLEFORD",,  45.439621, -75.606461,,,0,
EG340,8553,"CROWNHILL / DUNHAM",,  45.437263, -75.606674,,,0,
EG350,8646,"CROWNHILL / DUNHAM",,  45.437057, -75.606880,,,0,
EG360,8554,"CROWNHILL / BLAIR",,  45.436413, -75.609375,,,0,
EG370,8542,"BLAIR / CROWNHILL",,  45.436169, -75.609413,,,0,
EG380,8659,"BLAIR / OGILVIE",,  45.435692, -75.609474,,,0,
EG390,3556,"OGILVIE / BLAIR",,  45.435493, -75.608124,,,0,
EG400,5821,"OGILVIE / DUNHAM",,  45.436337, -75.606667,,,0,
EG410,8658,"OGILVIE / DUNHAM",,  45.436314, -75.605988,,,0,
EG420,8665,"OGILVIE / ELMLEA",,  45.437550, -75.603088,,,0,
EG430,1563,"OGILVIE / ELMLEA",,  45.437634, -75.603447,,,0,place_4609
EG450,8664,"OGILVIE / ARMSTRONG ARENA",,  45.438446, -75.601585,,,0,place_4609
EG460,2576,"OGILVIE / AD. 2020",,  45.438354, -75.601189,,,0,place_4609
EG465,2577,"OGILVIE / APPLEFORD",,  45.439518, -75.599045,,,0,
EG480,8667,"OGILVIE / JASMINE",,  45.440163, -75.597641,,,0,place_4609
EG500,2578,"OGILVIE / AD. 1901",,  45.441277, -75.597214,,,0,
EG510,3557,"OGILVIE / ELMRIDGE",,  45.442593, -75.597519,,,0,
EG520,2579,"OGILVIE / JASMINE",,  45.442696, -75.597168,,,0,
EG530,1975,"OGILVIE / L B PEARSON H.S.",,  45.444393, -75.595734,,,0,
EG540,8698,"OGILVIE / L B PEARSON H.S.",,  45.444267, -75.595482,,,0,
EG550,8706,"OGILVIE / MONTRÉAL",,  45.446732, -75.594048,,,0,
EG560,8699,"OGILVIE / MONTRÉAL",,  45.446060, -75.593613,,,0,
EG570,8656,"JASMINE / OGILVIE",,  45.442860, -75.596306,,,0,
EG575,8657,"JASMINE / OGILVIE",,  45.442532, -75.595871,,,0,
EG580,2583,"JASMINE / BEAVERHILL",,  45.441582, -75.594925,,,0,
EG590,2580,"JASMINE / BEAVERHILL",,  45.441471, -75.594604,,,0,
EG600,2584,"JASMINE / ARROWSMITH",,  45.439941, -75.594940,,,0,
EG610,2581,"JASMINE / ARROWSMITH",,  45.439709, -75.594849,,,0,
EG620,2585,"JASMINE / OGILVIE",,  45.439823, -75.597816,,,0,
EG630,2582,"JASMINE / OGILVIE",,  45.439632, -75.597809,,,0,
EH002,8982,"BEARBROOK / MONTREAL",,  45.452480, -75.575127,,,0,
EH004,8192,"BEARBROOK / ST JOSEPH",,  45.452076, -75.575005,,,0,
EH006,8981,"BEARBROOK / LAFARGE ASPHALT",,  45.446480, -75.577370,,,0,
EH008,5612,"BEARBROOK / LAFARGE ASPHALT",,  45.446793, -75.577324,,,0,
EH009,2590,"BEARBROOK / HORNET'S NEST PARK",,  45.444328, -75.575996,,,0,
EH010,2591,"BEARBROOK / HORNET'S NEST PARK",,  45.443405, -75.575516,,,0,place_4641
EH012,2586,"BEARBROOK / WESTPARK",,  45.440403, -75.570374,,,0,place_4641
EH015,2587,"BEARBROOK / HORNET'S NEST PARK",,  45.444744, -75.576416,,,0,
EH016,2588,"BEARBROOK / HORNET'S NEST PARK",,  45.443226, -75.575607,,,0,
EH020,2589,"BEARBROOK / WESTPARK",,  45.440273, -75.570160,,,0,place_4641
EH040,8687,"WESTPARK / VALEWOOD",,  45.439190, -75.571648,,,0,
EH050,8689,"WESTPARK / VALEWOOD",,  45.438831, -75.572968,,,0,
EH060,1161,"WESTPARK / PARKRIDGE",,  45.437767, -75.573883,,,0,
EH070,1162,"WESTPARK / PARKRIDGE",,  45.437656, -75.573692,,,0,
EH080,2592,"WESTPARK / PARKRIDGE",,  45.435719, -75.574142,,,0,
EH090,8686,"WESTPARK / PARKRIDGE",,  45.435970, -75.574028,,,0,
EH100,8690,"WESTPARK / PARKWOOD",,  45.435398, -75.572517,,,0,
EH110,2593,"WESTPARK / PARKWOOD",,  45.435520, -75.572105,,,0,
EH120,8688,"WESTPARK / HIGHPARK",,  45.437603, -75.570290,,,0,
EH130,2594,"WESTPARK / HIGHPARK",,  45.437424, -75.570221,,,0,
EH140,8676,"WESTPARK / BEARBROOK",,  45.438198, -75.568275,,,0,
EH150,2595,"WESTPARK / BEARBROOK",,  45.438133, -75.567909,,,0,
EH160,8693,"BEARBROOK / CENTREPARK",,  45.436581, -75.567215,,,0,
EH170,8692,"BEARBROOK / CENTREPARK",,  45.436569, -75.567116,,,0,
EH180,8936,"BEARBROOK / CENTREPARK",,  45.434204, -75.566017,,,0,
EH270,8684,"NORTHPARK / BEARBROOK",,  45.435310, -75.566307,,,0,
EH280,8695,"NORTHPARK / BEARBROOK",,  45.435238, -75.565948,,,0,
EH290,2600,"NORTHPARK / BURNVIEW",,  45.435513, -75.564201,,,0,
EH300,2602,"NORTHPARK / RIDGEBURN",,  45.435776, -75.563423,,,0,
EH310,2601,"RIDGEBURN / DICEMAN",,  45.435745, -75.561119,,,0,
EH320,8196,"RIDGEBURN / EASTPARK",,  45.435711, -75.560173,,,0,
EH330,8195,"EASTPARK / BEECHMONT",,  45.437962, -75.560020,,,0,
EH340,2603,"EASTPARK / BEECHMONT",,  45.437851, -75.560051,,,0,
EH350,2606,"EASTPARK / OAKHURST",,  45.438133, -75.557999,,,0,
EH360,2604,"EASTPARK / OAKHURST",,  45.438095, -75.558037,,,0,
EH370,2605,"EASTPARK / RED MAPLE",,  45.436985, -75.555038,,,0,
EH380,2607,"EASTPARK / REDMAPLE",,  45.437008, -75.554878,,,0,
